REF_DATE,GEO,DGUID,Indicator,Industry,Authority,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2012,Northwest Territories including Nunavut,2016A000261,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808949,16.2.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808950,16.2.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808985,16.3.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808986,16.3.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809021,16.3.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809022,16.3.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809057,16.4.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809058,16.4.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809093,16.4.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809094,16.4.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809129,16.5.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809130,16.5.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809165,16.5.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809166,16.5.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808837,17.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808838,17.1.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808873,17.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808874,17.1.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808909,17.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808910,17.2.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808945,17.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808946,17.2.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808981,17.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808982,17.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809017,17.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809018,17.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809053,17.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809054,17.4.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809089,17.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809090,17.4.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809125,17.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809126,17.5.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809161,17.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Northwest Territories,2016A000261,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809162,17.5.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808839,18.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808840,18.1.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808875,18.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808876,18.1.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808911,18.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808912,18.2.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808947,18.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808948,18.2.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808983,18.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808984,18.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809019,18.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809020,18.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809055,18.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809056,18.4.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809091,18.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809092,18.4.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809127,18.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809128,18.5.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809163,18.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2012,Nunavut,2016A000262,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809164,18.5.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808807,1.1.1.1.0.0.0.0.0.0,18,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808808,1.1.1.2.0.0.0.0.0.0,4950,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808843,1.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808844,1.1.2.2.0.0.0.0.0.0,1779,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808879,1.2.1.1.0.0.0.0.0.0,3,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808880,1.2.1.2.0.0.0.0.0.0,4871,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808915,1.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808916,1.2.2.2.0.0.0.0.0.0,1779,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808951,1.3.1.1.0.0.0.0.0.0,15,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808952,1.3.1.2.0.0.0.0.0.0,78,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808987,1.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808988,1.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809023,1.4.1.1.0.0.0.0.0.0,14,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809024,1.4.1.2.0.0.0.0.0.0,1659,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809059,1.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809060,1.4.2.2.0.0.0.0.0.0,356,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809095,1.5.1.1.0.0.0.0.0.0,4,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809096,1.5.1.2.0.0.0.0.0.0,3291,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809131,1.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Canada,2016A000011124,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809132,1.5.2.2.0.0.0.0.0.0,1423,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808809,2.1.1.1.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808810,2.1.1.2.0.0.0.0.0.0,185,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808845,2.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808846,2.1.2.2.0.0.0.0.0.0,105,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808881,2.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808882,2.2.1.2.0.0.0.0.0.0,179,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808917,2.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808918,2.2.2.2.0.0.0.0.0.0,105,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808953,2.3.1.1.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808954,2.3.1.2.0.0.0.0.0.0,6,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808989,2.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808990,2.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809025,2.4.1.1.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809026,2.4.1.2.0.0.0.0.0.0,67,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809061,2.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809062,2.4.2.2.0.0.0.0.0.0,21,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809097,2.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809098,2.5.1.2.0.0.0.0.0.0,117,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809133,2.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Atlantic,2016A00011,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809134,2.5.2.2.0.0.0.0.0.0,84,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808811,3.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808812,3.1.1.2.0.0.0.0.0.0,15,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808847,3.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808848,3.1.2.2.0.0.0.0.0.0,21,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808883,3.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808884,3.2.1.2.0.0.0.0.0.0,14,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808919,3.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808920,3.2.2.2.0.0.0.0.0.0,21,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808955,3.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808956,3.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808991,3.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808992,3.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809027,3.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809028,3.4.1.2.0.0.0.0.0.0,6,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809063,3.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809064,3.4.2.2.0.0.0.0.0.0,4,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809099,3.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809100,3.5.1.2.0.0.0.0.0.0,9,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809135,3.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Newfoundland and Labrador,2016A000210,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809136,3.5.2.2.0.0.0.0.0.0,17,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808813,4.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808814,4.1.1.2.0.0.0.0.0.0,8,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808849,4.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808850,4.1.2.2.0.0.0.0.0.0,5,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808885,4.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808886,4.2.1.2.0.0.0.0.0.0,8,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808921,4.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808922,4.2.2.2.0.0.0.0.0.0,5,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808957,4.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808958,4.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808993,4.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808994,4.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809029,4.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809030,4.4.1.2.0.0.0.0.0.0,3,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809065,4.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809066,4.4.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809101,4.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809102,4.5.1.2.0.0.0.0.0.0,5,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809137,4.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Prince Edward Island,2016A000211,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809138,4.5.2.2.0.0.0.0.0.0,4,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808815,5.1.1.1.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808816,5.1.1.2.0.0.0.0.0.0,84,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808851,5.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808852,5.1.2.2.0.0.0.0.0.0,51,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808887,5.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808888,5.2.1.2.0.0.0.0.0.0,82,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808923,5.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808924,5.2.2.2.0.0.0.0.0.0,51,NULL,NULL,NULL,0
2013,Nova Scotia,2016A000212,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808959,5.3.1.1.0.0.0.0.0.0,1,NULL,NULL,NULL,0
